CD_CID,DS_CID
I444,Bloqueio do Fasciculo Anterior Esquerdo
I447,Bloqueio de Ramo Esquerdo Ne
I45,Outr Transt de Conducao
I450,Bloqueio Fascicular Direito
I451,Outr Form de Bloqueio de Ramo Direito E
I454,Bloqueio Intraventricular nao Especific
I456,Sindr de Pre-Excitacao
I458,Outr Transt Espec da Conducao
I459,Transt de Conducao Ne
I46,Parada Cardiaca
I460,Parada Cardiaca c/Ressuscitacao Bem Suc
I461,Morte Subita Cardiaca Descrita Desta Fo
I469,Parada Cardiaca Ne
I47,Taquicardia Paroxistica
I470,Arritmia Ventricular p/Reentrada
I471,Taquicardia Supraventricular
I472,Taquicardia Ventricular
I479,Taquicardia Paroxistica Ne
I48,Flutter e Fibrilacao Atrial
I49,Outr Arritmias Cardiacas
I490,Flutter e Fibrilacao Ventricular
I491,Despolarizacao Atrial Prematura
I492,Despolarizacao Juncional Prematura
I493,Despolarizacao Ventricular Prematura
I494,Outr Form de Despolarizacao Prematura E
I495,Sindr do no Sinusal
I498,Outr Arritmias Cardiacas Espec
I499,Arritmia Cardiaca Ne
I50,Insuf Cardiaca
I500,Insuf Cardiaca Congestiva
I501,Insuf Ventricular Esquerda
I509,Insuf Cardiaca Ne
I51,Complic Cardiopatias Doenc Cardiacas Ma
I511,Ruptura de Cordoalha Tendinea Ncop
I513,Trombose Intracardiaca Ncop
I516,Doenc Cardiovascular Ne
I517,Cardiomegalia
I518,Outr Doenc Mal Definidas do Coracao
I519,Doenc Ne do Coracao
I52,Outr Afeccoes Cardiacas em Doenc Cop
I60,Hemorragia Subaracnoide
I600,Hemorragia Subarac Prov Sifao Bifurc Ca
I601,Hemorragia Subarac Prov Arteria Cerebr
I602,Hemorragia Subarac Prov Arteria Comunic
I603,Hemorragia Subarac Prov Arteria Comunic
I604,Hemorragia Subarac Prov Arteria Basilar
I605,Hemorragia Subarac Prov Arteria Vertebr
I606,Hemorragia Subarac Prov Outr Arter Intr
I607,Hemorragia Subarac Prov Arteria Intracr
I608,Outr Hemorragias Subaracnoides
I609,Hemorragia Subaracnoide Ne
I61,Hemorragia Intracerebral
I610,Hemorragia Intracerebr Hemisf Subcortic
I611,Hemorragia Intracerebr Hemisferica Cort
I612,Hemorragia Intracerebral Hemisferica Ne
I613,Hemorragia Intracerebral do Tronco Cere
I614,Hemorragia Intracerebral Cerebelar
I615,Hemorragia Intracerebral Intraventricul
I618,Outr Hemorragias Intracerebrais
I619,Hemorragia Intracerebral Ne
I62,Outr Hemorragias Intracranianas Nao-Tra
I620,Hemorragia Subdural
I621,Hemorragia Extradural Nao-Traum
I629,Hemorragia Intracraniana Ne
I63,Infarto Cerebral
I630,Infarto Cerebr Dev Tromb Arterias Pre-C
I631,Infarto Cerebr Dev Embol Arterias Pre-C
I632,Inf Cer Dev Oclusao Esten Ne Art Pre-Ce
I633,Infarto Cerebr Dev Trombose Arterias Ce
I634,Infarto Cerebral Dev Embolia Arterias C
I635,Inf Cer Dev Oclusao Estenose Ne Art Cer
I636,Inf Cerebr Dev Tromb Ven Cerebr Nao-Pio
I638,Outr Infartos Cerebrais
I639,Infarto Cerebral Ne
I64,Acid Vasc Cerebr Ne Como Hemorrag Isque
I65,Oclus/Esten Art Pre-Cereb Q N Res Inf C
I652,Oclusao e Estenose da Arteria Carotida
I653,Oclusao/Estenose Art Pre-Cerebr Mult Bi
I659,Oclusao e Estenose Arterias Pre-Cerebra
I66,Oclusao/Estenose Art Cereb Q N Res Inf
I660,Oclusao e Estenose da Arteria Cerebral
I669,Oclusao e Estenose de Arteria Cerebral
I67,Outr Doenc Cerebrovasculares
I670,Disseccao de Arterias Cerebrais s/Ruptu
I671,Aneurisma Cerebral Nao-Roto
I672,Aterosclerose Cerebral
I673,Lencoencefalopatia Vascular Progressiva
I674,Encefalopatia Hipertensiva
I675,Doenc de Moyamoya
I676,Trombose Nao-Piogenica Sist Venoso Intr
I677,Arterite Cerebral Ncop
I678,Outr Doenc Cerebrovasculares Espec
I679,Doenc Cerebrovascular Ne
I68,Transt Cerebrovasculares em Doenc Cop
I688,Outr Transt Cerebrovasculares em Doenc
I69,Sequelas de Doenc Cerebrovasculares
I690,Sequelas de Hemorragia Subaranoidea
I691,Sequelas de Hemorragia Intracerebral
I692,Sequelas Outr Hemorrag Intracran nao Tr
I693,Sequelas de Infarto Cerebral
I694,Sequelas Acid Vasc Cerebr Ne c/Hemorr I
I698,Sequelas Outr Doenc Cerebrovasculares E
I70,Aterosclerose
I700,Aterosclerose da Aorta
I701,Aterosclerose da Arteria Renal
I702,Aterosclerose das Arterias das Extremid
I708,Aterosclerose de Outr Arterias
I709,Aterosclerose Generalizada e a Ne
I71,Aneurisma e Disseccao da Aorta
I710,Aneurisma Dissecante da Aorta
I711,Aneurisma da Aorta Toracica Roto
I712,Aneurisma da Aorta Toracica s/Mencao Ru
I713,Aneurisma da Aorta Abdominal Roto
I714,Aneurisma Aorta Abdominal s/Mencao Rupt
I715,Aneurisma da Aorta Toraco-Abdominal Rot
I716,Aneurisma Aorta Toraco-Abdom s/Menc Rup
I719,Aneurisma Aortico Local Ne s/Mencao Rup
I72,Outr Aneurismas
I720,Aneurisma da Arteria Carotida
I721,Aneurisma de Arteria dos Membros Super
I722,Aneurisma da Arteria Renal
I723,Aneurisma de Arteria Iliaca
I724,Aneurisma de Arteria dos Membros Infer
I728,Aneurisma de Outr Arterias Espec
I729,Aneurisma de Localiz Ne
I73,Outr Doenc Vasculares Perifericas
I730,Sindr de Raynaud
I731,Tromboangeite Obliterante
I738,Outr Doenc Vasculares Perifericas Espec
I739,Doenc Vasculares Perifericas Ne
I74,Embolia e Trombose Arteriais
I740,Embolia e Trombose da Aorta Abdominal
I741,Embolia Trombose Outr Porcoes da Aorta
I742,Embolia e Trombose de Arterias Membros
I743,Embolia e Trombose de Arterias Membros
I744,Embolia e Trombose de Arterias Membros
I745,Embolia e Trombose da Arteria Iliaca
I748,Embolia e Trombose de Outr Arterias
I749,Embolia e Trombose de Arteria Ne
I77,Outr Afeccoes das Arterias e Arteriolas
I770,Fistula Arteriovenosa Adquir
I771,Estenose de Arteria
I772,Ruptura de Arteria
I773,Displasia Fibromuscular Arterial
I774,Sindr de Compressao da Arteria Celiaca
I778,Outr Afeccoes Espec Arterias e Arteriol
I779,Afeccoes de Arterias e Arteriolas Ne
I78,Doenc dos Capilares
I780,Telangiectasia Hemorragica Hereditaria
I79,Transt Arter Arteriolas Capilares Doenc
I790,Aneurisma da Aorta em Doenc Cop
I792,Angiopatia Periferica em Doenc Cop
I798,Outr Transt Arter Arteriolas Capil Doen
I80,Flebite e Tromboflebite
I800,Flebite Tromboflebite Vasos Superf Memb
I801,Flebite e Tromboflebite da Veia Femural
I802,Flebite Trombofleb Outr Vasos Prof Memb
I803,Flebite e Tromboflebite dos Membros Inf
I808,Flebite e Tromboflebite de Outr Localiz
I809,Flebite e Tromboflebite de Localiz Ne
I81,Trombose da Veia Porta
I82,Outr Embolia e Trombose Venosas
I820,Sindr de Budd-Chiari
I821,Tromboflebite Migratoria
I822,Embolia e Trombose de Veia Cava
I823,Embolia e Trombose de Veia Renal
I828,Embolia e Trombose de Outr Veias Espec
I829,Embolia e Trombose Venosas de Veia Ne
I83,Varizes dos Membros Infer
I830,Varizes dos Membros Infer c/Ulcera
I831,Varizes dos Membros Infer c/Inflam
I832,Varizes Membros Infer c/Ulcera e Inflam
I839,Varizes Membros Infer s/Ulcera ou Infla
I84,Hemorroidas
I840,Hemorroidas Internas Trombosadas
I841,Hemorroidas Internas c/Outr Complic
I842,Hemorroidas Internas s/Complic
I843,Hemorroidas Externas Trombosadas
I844,Hemorroidas Externas c/Outr Complic
I845,Hemorroidas Externas s/Complic
I846,Plicomas Hemorroidarios Residuais
I847,Hemorroidas Trombosadas Ne
I848,Hemorroidas Ne c/Outr Complic
I849,Hemorroidas s/Complic Ne
I85,Varizes Esofagianas
I850,Varizes Esofagianas Sangrantes
I86,Varizes de Outr Localiz
I860,Varizes Sublinguais
I861,Varizes Escrotais
I862,Varizes Pelvicas
I868,Varizes de Outr Localiz Espec
I87,Outr Transt das Veias
I870,Sindr Pos-Flebite
I871,Compressao Venosa
I872,Insuf Venosa
I878,Outr Transt Venosos Espec
I879,Transt Venoso Ne
I88,Linfadenite Inespecifica
I889,Linfadenite Ne
I89,Outr Transt Nao-Infecc Vasos Linf Gangl
I890,Linfedema Ncop
I891,Linfangite
I898,Out Transt N-Inf Espec Vasos Linf Gangl
I899,Transt Nao-Infecc Vasos Linf Gangl Linf
I95,Hipotensao
I951,Hipotensao Ortostatica
I958,Outr Tipos de Hipotensao
I959,Hipotensao Ne
I97,Transt Aparelho Circulat Subseq Proced
I971,Outr Disturb Func Subseq Cirurgia Cardi
I972,Sindr do Linfedema Pos-Mastectomia
I979,Transt Aparelho Circulat Subseq Proced
I98,Outr Transt Aparelho Circulatorio Doenc
I99,Outr Transt do Aparelho Circulatorio E
J00,Nasofaringite Aguda
J01,Sinusite Aguda
J010,Sinusite Maxilar Aguda
J011,Sinusite Frontal Aguda
J018,Outr Sinusites Agudas
J019,Sinusite Aguda Ne
J02,Faringite Aguda
J03,Amigdalite Aguda
J030,Amigdalite Estreptococica
J039,Amigdalite Aguda Ne
J04,Laringite e Traqueite Agudas
J040,Laringite Aguda
J041,Traqueite Aguda
J06,Infecc Agudas Vias Aereas Super Loc Mul
J069,Infecc Aguda das Vias Aereas Super Ne
J10,Influenza Dev Virus Influenza Identific
J100,Influenza c/Pneum Dev Virus Influenza I
J11,Influenza Dev Virus nao Identificado
J111,Influenza c/Out Manif Resp Dev Virus N
J118,Influenza c/Outr Manif Dev Virus nao Id
J12,Pneumonia Viral Ncop
J120,Pneumonia Dev Adenovirus
J128,Outr Pneumonias Virais
J129,Pneumonia Viral Ne
J15,Pneumonia Bacter Ncop
J150,Pneumonia Dev Klebsiella Pneumoniae
J152,Pneumonia Dev Staphylococcus
J158,Outr Pneumonias Bacter
J159,Pneumonia Bacter Ne
J16,Pneumonia Dev Out Microorg Infecc Espec
J168,Pneumonia Dev Outr Microorg Infecc Espe
J170,Pneumonia em Doenc Bacter Cop
J172,Pneumonia em Micoses Cop
J178,Pneumonia em Outr Doenc Cop
J18,Pneumonia p/Microorg Ne
J180,Broncopneumonia Ne
J181,Pneumonia Lobar Ne
J188,Outr Pneumonias Dev Microorg Ne
J189,Pneumonia Ne
J20,Bronquite Aguda
J21,Bronquiolite Aguda
J22,Infecc Agudas Ne das Vias Aereas Infer
J30,Rinite Alergica e Vasomotora
J301,Rinite Alergica Dev Polen
J302,Outr Rinites Alergicas Sazonais
J303,Outr Rinites Alergicas
J31,Rinite Nasofaringite e Faringite Cronic
J310,Rinite Cronica
J32,Sinusite Cronica
J320,Sinusite Maxilar Cronica
J322,Sinusite Etmoidal Cronica
J324,Pansinusite Cronica
J328,Outr Sinusites Cronicas
J329,Sinusite Cronica Ne
J33,Polipo Nasal
J339,Polipo Nasal Ne
J34,Outr Transt do Nariz e dos Seios Parana
J340,Abscesso Furunculo e Antraz do Nariz
J341,Cisto e Mucocele do Nariz e Seio Parana
J342,Desvio do Septo Nasal
J343,Hipertrofia dos Cornetos Nasais
J348,Outr Transt Espec Nariz e Seios Paranas
J35,Doenc Cronicas das Amigdalas e das Aden
J350,Amigdalite Cronica
J351,Hipertrofia das Amigdalas
J352,Hipertrofia das Adenoides
J358,Outr Doenc Cronicas Amigdalas e Adenoid
J359,Doenc das Amigdalas e das Adenoides Ne
J36,Abscesso Periamigdaliano
J37,Laringite e Laringotraqueite Cronicas
J370,Laringite Cronica
J38,Doenc das Cordas Vocais e da Laringe Nc
J380,Paralisia das Cordas Vocais e da Laring
J381,Polipo das Cordas Vocais e da Laringe
J382,Nodulos das Cordas Vocais
J383,Outr Doenc das Cordas Vocais
J386,Estenose da Laringe
J387,Outr Doenc da Laringe
J39,Outr Doenc das Vias Aereas Super
J391,Outr Abscessos da Faringe
J398,Outr Doenc Espec das Vias Aereas Super
J399,Doenc Ne das Vias Aereas Super
J40,Bronquite Ne Como Aguda ou Cronica
J41,Bronquite Cronica Simples e a Mucopurul
J42,Bronquite Cronica Ne
J43,Enfisema
J430,Sindr de Macleod
J431,Enfisema Panlobular
J432,Enfisema Centrolobular
J438,Outr Form de Enfisema
J439,Enfisema Ne
J44,Outr Doenc Pulmonares Obstrutivas Croni
J440,Doen Pulm Obs Cron c/Inf Resp Ag Tr Res
J441,Doenc Pulmonar Obstr Cron c/Exacerb Agu
J448,Outr Form Espec Doenc Pulmonar Obstrut
J449,Doenc Pulmonar Obstrutiva Cronica Ne
J45,Asma
J450,Asma Predom Alergica
J451,Asma Nao-Alergica
J458,Asma Mista
J459,Asma Ne
J46,Estado de Mal Asmatico
J47,Bronquectasia
J60,Pneumoconiose dos Mineiros de Carvao
J61,Pneumoconiose Dev Amianto Outr Fibr Min
J62,Pneumoconiose Dev Poeira Que Cont Silic
J620,Pneumoconiose Dev Po de Talco
J628,Pneumoconiose Dev Outr Poeiras Q Cont S
J65,Pneumoconiose Assoc c/Tuberc
J67,Pneumonite Hipersensibilid Dev Poeiras
J679,Pneumonite Hipersensibilid Dev Poeira O
J68,Afecc Resp Dev Inal Prod Quim Gas Fumac
J680,Bronquit Pneumon Dev Prod Quim Gas Fuma
J681,Edema Pulm Agudo Dev Prod Quim Gas Fuma
J689,Afecc Resp Ne Dev Prod Quim Gases Fumac
J690,Pneumonite Dev Alimento ou Vomito
J80,Sindr do Desconforto Respirat do Adulto
J81,Edema Pulmonar Ne de Outr Form
J82,Eosinofilia Pulmonar Ncop
J84,Outr Doenc Pulmonares Intersticiais
J840,Afeccoes Alveolares e Parieto-Alveolare
J841,Outr Doenc Pulm Intersticiais c/Fibrose
J848,Outr Doenc Pulmonares Intersticiais Esp
J849,Doenc Pulmonar Intersticial Ne
J85,Abscesso do Pulmao e do Mediastino
J850,Gangrena e Necrose do Pulmao
J851,Abscesso do Pulmao c/Pneumonia
J852,Abscesso do Pulmao s/Pneumonia
J853,Abscesso do Mediastino
J86,Piotorax
J860,Piotorax c/Fistula
J869,Piotorax s/Fistula
J90,Derrame Pleural Ncop
J91,Derrame Pleural em Afeccoes Cop
J92,Placas Pleurais
J93,Pneumotorax
J930,Pneumotorax de Tensao Espontaneo
J931,Outr Form de Pneumotorax Espontaneo
J938,Outr Tipos de Pneumotorax Espec
J939,Pneumotorax Ne
J94,Outr Afeccoes Pleurais
J942,Hemotorax
J948,Outr Afeccoes Pleurais Espec
J949,Afeccao Pleural Ne
J95,Afeccoes Respirat Pos-Proced Ncop
J950,Mau Funcionamento de Traqueostomia
J955,Estenose Subglotica Pos-Proced
J958,Outr Transt Respirat Pos-Proced
J96,Insuf Respirat Ncop
J960,Insuf Respirat Aguda
J961,Insuf Respirat Cronica
J969,Insuf Respirat Ne
J98,Outr Transt Respirat
J980,Outr Doenc dos Bronquios Ncop
J984,Outr Transt Pulmonares
J985,Doenc do Mediastino Ncop
J986,Transt do Diafragma
J989,Transt Respirat Ne
J998,Transt Respirat em Outr Doenc Cop
K00,Disturbios Desenvolv e da Erupcao dos D
K01,Dentes Inclusos e Impactados
K03,Outr Doenc dos Tec Dentarios Duros
K038,Outr Doenc Espec dos Tec Duros dos Dent
K04,Doenc da Polpa e dos Tec Periapicais
K044,Periodontite Apical Aguda Orig Pulpar
K046,Abscesso Periapical c/Fistula
K047,Abscesso Periapical s/Fistula
K048,Cisto Radicular
K049,Outr Doenc da Polpa e Tec Periapicais E
K05,Gengivite e Doenc Periodontais
K052,Periodontite Aguda
K06,Outr Transt Gengiva Rebordo Alveolar s/
K060,Retracao Gengival
K062,Lesoes Geng Rebord Alveol s/Dent Assoc
K07,Anomalias Dentofaciais
K070,Anomalias Importantes Tamanho da Mandib
K071,Anomalias Relacao Entre Mandibula Base
K072,Anomalias Relacao Entre as Arcadas Dent
K074,Maloclusao Ne
K075,Anormalidades Dentofaciais Funcionais
K076,Transt da Articulacao Temporomandibular
K079,Anomalia Dentofacial Soe
K08,Outr Transt Dentes e Estrut de Sustenta
K081,Perda Dent Dev Acid Extr Doenc Periodon
K082,Atrofia do Rebordo Alveolar s/Dentes
K088,Outr Transt Espec Dentes Estrut Sustent
K089,Transt Dentes Estruturas Sustentacao So
K090,Cistos Odontogenicos de Desenvolv
K092,Outr Cistos das Mandibulas
K098,Outr Cistos da Regiao Oral Ncop
K10,Outr Doenc dos Maxilares
K100,Transt do Desenvolv dos Maxilares
K101,Granuloma Central de Celulas Gigantes
K103,Alveolite Maxilar
K108,Outr Doenc Espec dos Maxilares
K11,Doenc das Gland Salivares
K112,Sialadenite
K118,Outr Doenc das Gland Salivares
K119,Doenc de Gland Salivar Soe
K122,Celulite e Abscesso da Boca
K13,Outr Doenc do Labio e da Mucosa Oral
K14,Doenc da Lingua
K20,Esofagite
K21,Doenc de Refluxo Gastroesofagico
K210,Doenc de Refluxo Gastroesofagico c/Esof
K219,Doenc de Refluxo Gastroesofagico s/Esof
K22,Outr Doenc do Esofago
K220,Acalasia do Cardia
K222,Obstrucao do Esofago
K223,Perfuracao do Esofago
K224,Discinesia do Esofago
K226,Sindr Laceracao Hemorragica Gastroesofa
K227,{ñ class}
K229,Doenc do Esofago Soe
K23,Transt do Esofago em Doenc Cop
K231,Megaesofago na Doenc de Chagas
K238,Transt do Esofago em Outr Doenc Cop
K25,Ulcera Gastrica
K250,Aguda c/Hemorragia
K251,Aguda c/Perfuracao
K252,Aguda c/Hemorragia e Perfuracao
K254,Cronica ou Ne c/Hemorragia
K255,Cronica ou Ne c/Perfuracao
K256,Cronica ou Ne c/Hemorragia e Perfuracao
K257,Cronica s/Hemorragia ou Perfuracao
K259,Ne Como Aguda Cronica s/Hemorragia Perf
K26,Ulcera Duodenal
K261,Aguda c/Perfuracao
K262,Aguda c/Hemorragia e Perfuracao
K27,Ulcera Peptica de Localiz Ne
K270,Aguda c/Hemorragia
K271,Aguda c/Perfuracao
K279,Ne Como Aguda Cronica s/Hemorragia Perf
K28,Ulcera Gastrojejunal
K282,Aguda c/Hemorragia e Perfuracao
K284,Cronica ou Ne c/Hemorragia
K29,Gastrite e Duodenite
K291,Outr Gastrites Agudas
K295,Gastrite Cronica Soe
K296,Outr Gastrites
K297,Gastrite Ne
K299,Gastroduodenite Soe
K30,Dispepsia
K31,Outr Doenc do Estomago e do Duodeno
K315,Obstrucao do Duodeno
K316,Fistula do Estomago e do Duodeno
K318,Outr Doenc Espec do Estomago e do Duode
K35,Apendicite Aguda
K350,Apendicite Aguda c/Peritonite Generaliz
K351,Apendicite Aguda c/Abscesso Peritonial
K359,Apendicite Aguda Soe
K36,Outr Form de Apendicite
K37,Apendicite Soe
K38,Outr Doenc do Apendice
K383,Fistula do Apendice
K388,Outr Doenc Espec do Apendice
K389,Doenc do Apendice Soe
K40,Hernia Inguinal
K400,Hernia Inguinal Bilateral c/Obstr s/Gan
K401,Hernia Inguinal Bilateral c/Gangrena
K402,Hernia Inguinal Bilat s/Obstr ou Gangre
K403,Hernia Inguinal Unilat Ne c/Obstr s/Gan
K404,Hernia Inguinal Unilateral ou Ne c/Gang
K409,Hernia Inguinal Unilat Ne s/Obstr Gangr
K41,Hernia Femoral
K410,Hernia Femoral Bilateral c/Obstr s/Gang
K411,Hernia Femoral Bilateral c/Gangrena
K412,Hernia Femoral Bilateral s/Obstr ou Gan
K413,Hernia Femoral Unilat Ne c/Obstr s/Gang
K419,Hernia Femoral Unilat Ne s/Obstr ou Gan
K42,Hernia Umbilical
K420,Hernia Umbilical c/Obstrucao s/Gangrena
K421,Hernia Umbilical c/Gangrena
K429,Hernia Umbilical s/Obstrucao ou Gangren
K43,Hernia Ventral
K430,Hernia Ventral c/Obstrucao s/Gangrena
K431,Hernia Ventral c/Gangrena
K439,Hernia Ventral s/Obstrucao ou Gangrena
K44,Hernia Diafragmatica
K440,Hernia Diafragmatica c/Obstrucao s/Gang
K449,Hernia Diafragmatica s/Obstrucao ou Gan
K45,Outr Hernias Abdominais
K450,Outr Hernias Abdom Espec c/Obstr s/Gang
K451,Outr Hernias Abdominais Espec com Gangr
K458,Outr Hernias Abdom Espec s/Obstr ou Gan
K46,Hernia Abdominal Ne
K460,Hernia Abdominal Ne c/Obstrucao s/Gangr
K461,Hernia Abdominal Ne c/Gangrena
K469,Hernia Abdominal Ne s/Obstrucao ou Gang
K50,Doenc de Crohn
K500,Doenc de Crohn do Intestino Delgado
K501,Doenc de Crohn do Intestino Grosso
K508,Outr Form de Doenc de Crohn
K509,Doenc de Crohn de Localiz Ne
K51,Colite Ulcerativa
K510,Enterocolite Ulcerativa
K511,Ileocolite Ulcerativa
K512,Proctite Ulcerativa
K513,Retossigmoidite Ulcerativa
K514,Pseudopolipose do Colon
K518,Outr Colites Ulcerativas
K519,Colite Ulcerativa Soe
K52,Outr Gastroenterites e Colites Nao-Infe
K520,Gastroenterite e Colite Dev Radiacao
K521,Gastroenterite e Colite Toxicas
K522,Gastroenterite Colite Alerg Ligadas a D
K529,Gastroenterite e Colite Nao-Infecc Ne
K55,Transt Vasculares do Intestino
K550,Transt Vasculares Agudos do Intestino
K558,Outr Transt Vasculares do Intestino
K559,Transt Vascular do Intestino Soe
K56,Ileo Paralitico e Obstr Intestinal s/He
K560,Ileo Paralitico
K561,Intussuscepcao
K562,Volvo
K563,Ileo Biliar
K564,Outr Obstrucoes do Intestino
K565,Aderencias Intestinais c/Obstrucao
K566,Outr Form de Obstrucao Intestinal e As
K57,Doenc Diverticular do Intestino
K570,Doenc Divert Intest Delgado c/Perfur Ab
K571,Doenc Divert Intest Delgado s/Perfur Ab
K572,Doenc Divert Intest Grosso c/Perfur Abs
K573,Doenc Divert Intest Grosso s/Perfur Abs
K574,Doenc Divert Intest Delg Grosso c/Perf
K578,Doenc Divert Intest Localiz Ne c/Perf A
K579,Doenc Divert Intest Localiz Ne s/Perf A
K58,Sindr do Colon Irritavel
K580,Sindr do Colon Irritavel c/Diarreia
K59,Outr Transt Funcionais do Intestino
K590,Constipacao
K591,Diarreia Funcional
K593,Megacolon Ncop
K599,Transt Intestinal Funcional Ne
K60,Fissura e Fistula das Regioes Anal e Re
K600,Fissura Anal Aguda
K601,Fissura Anal Cronica
K602,Fissura Anal Ne
K603,Fistula Anal
K604,Fistula Retal
K605,Fistula Anorretal
K61,Abscesso das Regioes Anal e Retal
K610,Abscesso Anal
K611,Abscesso Retal
K612,Abscesso Anorretal
K613,Abscesso Isquio-Retal
K62,Outr Doenc do Reto e do Anus
K620,Polipo Anal
K621,Polipo Retal
K622,Prolapso Anal
K623,Prolapso Retal
K624,Estenose do Anus e do Reto
K625,Hemorragia do Anus e do Reto
K628,Outr Doenc Espec do Anus e do Reto
K629,Doenc do Anus e do Reto Soe
K63,Outr Doenc do Intestino
K630,Abscesso do Intestino
K631,Perfuracao do Intestino
K632,Fistula do Intestino
K633,Ulcera do Intestino
K635,Polipo de Colon
K638,Outr Doenc Espec do Intestino
K639,Doenc do Intestino Soe
K65,Peritonite
K650,Peritonite Aguda
K658,Outr Peritonites
K659,Peritonite Soe
K66,Outr Transt do Peritonio
K660,Aderencias Peritoniais
K661,Hemoperitonio
K668,Outr Afeccoes Espec do Peritonio
K70,Doenc Alcoolica do Figado
K700,Figado Gorduroso Alcoolico
K701,Hepatite Alcoolica
K703,Cirrose Hepatica Alcoolica
K704,Insuf Hepatica Alcoolica
K709,Doenc Alcoolica do Figado Soe
K71,Doenc Hepatica Toxica
K710,Doenc Hepatica Toxica c/Colestase
K711,Doenc Hepatica Toxica c/Necrose Hepatic
K712,Doenc Hepatica Toxica c/Hepatite Aguda
K717,Doenc Hepat Toxica c/Fibrose e Cirrose
K72,Insuf Hepatica Ncop
K720,Insuf Hepatica Aguda e Subaguda
K721,Insuf Hepatica Cronica
K729,Insuf Hepatica Soe
K73,Hepatite Cronica Ncop
K739,Hepatite Cronica Soe
K74,Fibrose e Cirrose Hepaticas
K740,Fibrose Hepatica
K742,Fibrose Hepatica c/Esclerose Hepatica
K743,Cirrose Biliar Prim
K744,Cirrose Biliar Secund
K745,Cirrose Biliar Soe
K746,Outr Form de Cirrose Hepatica e as Ne
K75,Outr Doenc Inflam do Figado
K750,Abscesso Hepatico
K751,Flebite da Veia Porta
K754,Hepatite Autoimune
K76,Outr Doenc do Figado
K760,Degeneracao Gordurosa do Figado Ncop
K761,Congestao Passiva Cronica do Figado
